CustomerID,Recency,Frequency,Monetary,AvgOrderValue
13557,28,2,584.06,17.18
13558,6,4,594.52,3.52
13560,7,1,171.42,5.36
13561,216,1,141.86,10.13
13562,82,3,1799.33,21.94
13563,84,2,777.53,15.87
13564,144,3,1724.67,21.29
13565,19,2,240.22,6.32
13566,41,2,856.84,5.07
13568,173,1,187.05,4.35
13569,17,2,338.62,4.29
13570,243,1,239.49,8.87
13571,13,12,2088.94,6.14
13572,206,1,1384.25,41.95
13573,50,2,290.25,11.61
13575,23,5,732.07,15.91
13576,10,18,6717.34,53.31
13577,25,4,1687.6,20.33
13579,15,2,467.04,20.31
13581,309,1,118.0,11.8
13583,156,1,781.03,14.74
13584,307,1,142.4,5.93
13587,64,1,712.4,89.05
13588,16,9,2478.95,14.25
13589,15,2,379.65,18.08
13590,11,6,1981.92,22.78
13591,65,3,1117.13,19.26
13592,36,4,247.96,15.5
13593,108,5,2011.88,15.84
13594,53,1,396.97,15.27
13596,6,2,664.11,4.55
13598,47,1,160.04,4.57
13599,1,21,5149.92,20.93
13600,312,1,219.52,11.55
13601,45,2,693.32,7.0
13602,65,1,428.89,18.65
13603,26,1,164.34,6.09
13606,29,3,276.75,6.92
13607,40,1,675.51,6.96
13610,12,7,1082.33,5.03
13611,89,3,1154.4,16.03
13614,24,4,1585.46,8.13
13615,319,1,417.69,18.16
13617,40,3,544.18,12.37
13618,174,1,177.34,13.64
13621,117,1,213.85,11.26
13623,31,5,727.74,9.33
13626,253,1,257.23,13.54
13627,59,5,1638.47,17.81
13629,23,11,7792.36,132.07
13630,5,7,2031.78,28.62
13631,100,11,3070.42,279.13
13632,25,5,2118.93,14.61
13634,33,5,1547.36,8.32
13635,68,1,1071.03,17.27
13636,37,5,949.12,15.07
13637,52,3,804.3,8.12
13638,16,1,122.64,15.33
13639,74,1,1033.34,25.83
13642,216,1,312.28,5.48
13643,31,3,519.44,18.55
13644,16,4,2624.26,17.97
13645,120,1,252.1,50.42
13647,10,4,1648.12,21.13
13649,257,2,346.6,15.07
13650,17,6,1836.34,19.13
13651,35,2,94.2,15.7
13652,46,3,1095.08,17.38
13654,43,6,2707.33,16.31
13655,114,2,932.97,16.66
13656,165,2,379.65,7.75
13657,11,2,382.14,23.88
13658,10,5,2639.17,24.44
13659,206,2,1563.0,15.17
13662,86,3,881.26,16.95
13663,179,1,189.47,14.57
13666,60,3,84.65,7.05
13667,149,1,299.05,3.6
13668,3,21,6309.83,13.63
13669,51,2,218.55,24.28
13670,75,1,349.7,13.99
13672,301,2,186.39,31.06
13673,19,2,387.44,6.46
13675,151,2,486.82,19.47
13678,152,1,232.6,14.54
13680,1,4,3719.12,19.17
13681,18,4,827.83,14.52
13682,187,1,59.5,19.83
13684,286,1,65.13,2.25
13685,3,7,3119.44,79.99
13686,183,1,72.0,9.0
13689,63,1,910.0,151.67
13690,59,1,172.25,19.14
13692,25,3,1488.32,28.08
13694,4,50,65039.62,114.51
13695,31,15,2504.13,27.82
13697,39,1,151.3,12.61
13699,155,1,308.58,22.04
13700,26,10,2248.63,11.59
13703,318,1,99.5,99.5
13704,5,9,2308.06,17.22
13705,8,3,711.86,25.42
13706,303,1,330.79,16.54
13707,267,2,806.41,16.8
13708,271,1,285.33,5.82
13709,4,13,6307.65,18.83
13710,32,1,180.48,22.56
13711,219,2,252.06,19.39
13712,247,1,228.84,22.88
13715,281,5,1077.39,10.36
13716,269,1,138.28,6.58
13717,32,6,1445.01,14.17
13718,246,2,306.55,25.55
13719,15,5,1041.68,17.36
13720,117,4,799.9,18.6
13721,36,1,524.14,18.72
13722,132,3,2375.41,27.95
13723,217,1,199.85,33.31
13725,50,8,1980.56,19.04
13726,39,2,1079.66,25.71
13727,29,2,333.48,16.67
13728,37,6,1016.14,16.13
13730,136,2,752.6,17.5
13731,219,2,610.59,16.07
13732,28,1,491.86,14.9
13735,25,4,2883.54,14.79
13736,5,2,729.8,3.84
13737,200,1,339.6,11.32
13739,18,1,216.9,72.3
13740,241,1,350.75,15.25
13741,72,3,668.43,19.66
13742,17,12,3107.87,9.93
13743,3,7,1341.6,32.72
13744,95,2,1080.52,17.15
13745,162,1,300.04,12.0
13747,374,1,79.6,79.6
13748,96,5,948.25,33.87
13750,54,5,1647.26,68.64
13751,288,1,296.25,32.92
13752,124,6,1175.38,15.67
13753,288,1,741.26,21.18
13754,152,2,282.6,23.55
13755,4,9,2108.06,6.57
13756,2,14,5189.52,36.55
13758,12,7,3190.55,27.27
13759,33,2,659.41,26.38
13760,54,2,286.79,5.03
13761,50,2,1070.65,15.3
13762,219,1,306.72,43.82
13763,63,1,1714.96,114.33
13764,71,3,1519.42,7.34
13767,2,37,17220.36,46.79
13769,2,10,2796.51,20.71
13771,64,4,2634.45,22.14
13772,34,3,1122.63,6.49
13774,82,1,345.0,15.68
13777,1,33,25977.16,131.86
13778,103,1,178.7,19.86
13780,7,2,360.01,6.32
13781,251,1,127.84,7.52
13782,13,6,908.86,8.04
13784,10,11,2462.79,79.44
13786,367,1,230.4,32.91
13787,76,2,309.04,9.97
13790,4,1,348.8,7.75
13791,128,2,1516.0,137.82
13792,66,2,195.55,15.04
13798,1,57,37153.85,106.46
13799,117,2,688.86,17.66
13800,310,1,558.32,16.92
13801,67,1,324.8,14.12
13802,139,3,4599.42,76.66
13803,255,1,277.07,16.3
13804,31,7,2588.39,19.17
13805,52,2,924.6,71.12
13806,64,1,256.38,25.64
13807,367,1,112.6,16.09
13808,6,5,1747.66,23.0
13809,305,1,155.05,12.92
13810,29,3,1499.01,42.83
13811,184,3,814.5,62.65
13812,42,3,539.0,14.97
13813,40,4,1366.86,19.81
13814,92,2,1579.12,27.7
13815,22,4,4027.36,22.88
13816,24,2,571.67,20.42
13817,29,2,382.98,15.96
13819,302,3,1140.35,31.68
13821,145,2,385.64,6.54
13822,6,2,632.0,6.58
13823,19,2,957.66,23.94
13824,33,5,1698.94,36.93
13826,176,1,189.5,18.95
13827,58,3,409.8,4.45
13828,22,1,209.49,13.97
13831,16,6,2198.45,30.53
13832,19,1,52.2,17.4
13833,159,1,383.85,13.71
13835,25,4,834.57,15.17
13837,212,2,266.59,14.81
13838,6,4,674.82,4.09
13841,253,1,85.0,85.0
13842,59,9,3385.62,16.44
13844,11,1,361.62,18.08
13845,65,1,312.98,34.78
13846,25,3,865.06,15.73
13848,92,3,1255.0,251.0
13849,52,2,1537.95,15.23
13850,129,1,1595.48,17.16
13851,96,3,2651.46,32.73
13853,57,1,1090.14,47.4
13854,9,25,8109.52,73.72
13856,169,3,388.5,27.75
13858,57,1,216.17,19.65
13859,326,1,201.16,7.18
13860,1,5,1245.9,16.39
13862,18,8,2209.36,15.89
13863,248,1,305.78,15.29
13865,58,4,501.56,16.72
13866,74,1,145.67,20.81
13867,31,3,1005.09,16.75
13868,7,2,3192.54,96.74
13869,123,4,3083.65,10.14
13870,2,8,2770.94,24.1
13871,23,13,6403.25,19.06
13873,120,3,389.6,16.94
13874,358,1,540.45,30.02
13875,54,5,1786.79,17.18
13876,64,1,122.7,17.53
13877,86,1,117.24,39.08
13878,55,1,1271.57,36.33
13880,21,13,3219.77,19.51
13881,4,20,17159.52,96.4
13882,3,5,1191.13,18.33
13883,11,5,2674.48,18.83
13884,7,5,787.6,13.35
13885,189,2,506.8,18.1
13886,71,1,243.56,15.22
13887,204,1,349.55,18.4
13888,120,2,595.67,15.27
13889,93,1,416.9,27.79
13890,1,10,1883.81,17.13
13892,27,4,632.97,23.44
13893,298,1,821.1,39.1
13894,24,3,564.62,20.91
13895,28,4,2593.07,21.98
13897,50,1,311.16,18.3
13898,326,1,155.93,12.99
13899,16,2,388.52,20.45
13900,183,3,740.95,17.23
13901,72,5,2867.2,19.24
13904,37,2,332.64,12.79
13908,80,4,2369.55,19.42
13911,57,9,2580.91,17.44
13914,12,2,626.45,18.98
13917,50,2,272.04,15.11
13918,50,2,1212.84,40.43
13919,59,2,384.81,13.74
13922,352,1,172.25,24.61
13923,54,1,351.13,17.56
13924,2,6,1838.85,15.72
13925,93,4,678.25,16.54
13926,23,1,223.85,20.35
13927,75,1,348.99,16.62
13928,11,4,464.57,17.21
13929,169,2,842.65,93.63
13930,58,2,337.34,19.84
13931,96,2,1237.53,21.34
13932,295,1,307.4,19.21
13933,109,2,608.79,26.47
13934,264,1,922.1,29.75
13936,180,1,376.58,14.48
13937,169,1,158.85,17.65
13938,35,1,71.66,10.24
13939,23,3,568.55,12.63
13940,17,4,839.14,17.13
13941,22,5,5112.96,113.62
13946,79,3,561.57,51.05
13947,65,1,90.6,18.12
13948,361,1,102.0,34.0
13949,3,6,2427.32,15.17
13950,11,4,745.06,21.29
13951,176,3,674.45,17.29
13952,218,2,3251.07,23.73
13953,7,7,3515.68,175.78
13954,2,2,439.92,17.6
13955,154,2,322.96,9.79
13956,5,5,1019.27,6.93
13959,79,3,594.04,6.6
13960,21,2,230.22,19.18
13962,22,2,169.55,15.41
13963,308,4,664.54,18.99
13967,146,1,80.7,40.35
13969,7,18,9024.17,14.58
13971,19,8,2758.26,18.51
13972,71,2,190.25,12.68
13973,287,1,264.7,24.06
13974,49,1,413.59,14.77
13975,31,6,2461.24,7.48
13976,207,1,357.98,35.8
13978,15,2,196.79,13.12
13979,73,1,869.87,16.11
13980,60,1,200.14,18.19
13982,39,4,1871.81,16.86
13983,30,12,2603.43,24.33
13984,27,5,920.51,57.53
13985,4,15,7060.13,20.23
13986,17,1,320.46,24.65
13988,20,6,4147.96,17.73
13989,66,2,1266.08,30.88
13990,213,1,311.3,19.46
13991,12,6,852.88,10.4
13992,30,1,76.8,15.36
13993,43,9,3466.36,28.65
13994,4,6,2274.14,15.37
13995,15,5,1393.69,16.21
13999,10,12,3901.81,18.76
14000,211,1,635.66,42.38
14001,46,3,2043.08,52.39
14002,134,2,529.73,11.27
14004,43,7,4582.64,26.8
14005,10,5,2874.72,34.22
14006,116,3,962.19,32.07
14009,198,2,695.61,16.56
14012,278,1,328.8,29.89
14013,110,3,473.02,13.91
14014,77,1,505.18,12.95
14015,53,1,917.34,45.87
14016,162,4,4341.21,26.96
14019,47,3,1421.61,21.54
14020,17,2,642.8,16.48
14021,155,3,631.9,28.72
14022,225,1,440.0,15.71
14023,7,2,584.07,18.84
14024,122,2,327.7,20.48
14027,61,1,104.82,17.47
14029,63,2,467.66,31.18
14030,18,8,2358.84,9.75
14031,7,19,17286.86,69.15
14032,2,11,2975.59,20.81
14034,22,3,648.89,7.55
14035,29,5,1428.02,21.64
14036,285,1,626.65,16.49
14037,176,2,147.2,5.26
14038,78,3,1560.38,16.96
14039,33,1,152.2,25.37
14040,41,12,3560.32,15.55
14041,266,1,141.41,6.73
14044,27,4,646.42,3.14
14045,109,4,1659.75,276.62
14046,284,1,154.99,11.07
14047,9,5,1308.61,40.89
14048,305,1,409.93,4.82
14049,17,4,5578.72,11.67
14050,32,2,746.36,13.82
14051,1,23,15610.39,74.34
14052,20,1,225.36,4.02
14053,124,2,260.25,65.06
14054,65,1,92.46,15.41
14055,106,1,725.64,72.56
14056,1,23,8152.71,7.49
14057,24,17,6211.66,21.95
14059,267,1,183.6,22.95
14060,5,19,6140.42,30.4
14062,10,12,10464.85,94.28
14064,29,5,1334.34,17.33
14066,267,1,152.55,21.79
14067,64,2,374.7,7.21
14068,320,1,265.85,11.08
14071,4,8,1437.57,4.45
14073,32,1,151.04,11.62
14075,5,3,942.26,21.91
14076,129,1,118.67,2.7
14077,41,5,499.42,11.89
14078,102,6,1049.37,16.14
14079,125,1,375.1,31.26
14080,33,1,45.6,11.4
14081,302,2,921.62,6.14
14082,365,1,182.25,6.28
14083,4,9,1002.9,5.67
14085,2,18,4421.29,9.87
14087,3,1,191.47,2.82
14088,10,13,50491.81,85.72
14089,57,1,158.75,12.21
14090,325,1,76.32,76.32
14092,8,14,4076.91,19.05
14093,12,1,433.86,4.34
14096,4,17,65164.79,12.75
14098,37,1,147.35,7.02
14099,16,11,3104.17,12.42
14100,138,1,191.95,7.68
14101,74,6,5976.79,170.77
14102,5,5,1105.88,19.07
14104,155,2,216.21,10.3
14105,239,1,1266.23,17.11
14107,52,7,2703.23,21.98
14108,31,2,597.91,17.59
14109,73,1,144.2,16.02
14110,4,12,5683.15,36.67
14111,14,4,692.85,69.28
14112,23,7,2915.15,18.22
14113,4,4,1840.42,54.13
14114,274,2,386.53,25.77
14116,20,5,1382.74,19.2
14117,144,1,90.0,30.0
14121,4,4,2780.15,17.49
14124,84,1,419.58,83.92
14125,11,3,2720.63,16.39
14126,8,3,706.13,47.08
14127,123,3,709.71,16.13
14128,61,2,637.5,13.86
14129,2,5,1123.86,21.61
14130,319,1,480.91,7.29
14132,2,11,3586.03,17.93
14133,130,3,605.64,21.63
14135,2,15,4690.31,35.0
14138,2,2,965.88,21.0
14139,46,1,415.82,15.99
14140,4,2,935.05,14.17
14141,3,4,915.13,22.88
14142,373,1,311.81,14.17
14143,134,1,115.8,16.54
14145,47,4,3742.2,340.2
14146,9,5,4191.0,19.96
14147,78,2,483.4,96.68
14148,234,1,157.2,52.4
14149,221,1,446.62,15.95
14150,36,2,658.64,25.33
14152,75,2,621.29,12.68
14154,239,2,1345.62,25.88
14155,266,1,118.75,19.79
14156,10,55,117210.08,84.02
14157,20,2,424.89,9.24
14158,40,1,507.66,12.38
14159,20,11,4630.35,3.94
14161,216,3,1097.62,10.55
14162,174,2,289.36,11.57
14163,87,4,2445.91,47.04
14164,71,2,1631.77,56.27
14165,276,1,120.44,5.02
14167,39,4,562.59,11.25
14171,98,1,363.79,6.27
14173,11,4,450.84,15.55
14174,33,1,134.46,5.17
14175,60,3,3222.3,21.63
14176,297,4,576.9,18.61
14177,86,4,549.46,13.4
14178,9,7,1600.26,5.03
14179,41,2,701.57,4.47
14180,11,25,4748.52,19.79
14184,67,1,452.89,18.87
14185,331,1,197.65,65.88
14188,31,6,2054.36,31.61
14189,2,15,4654.08,17.56
14191,2,13,4684.76,18.09
14193,68,2,853.39,20.32
14194,5,21,11349.52,19.6
14195,202,2,1012.0,144.57
14196,107,1,335.52,55.92
14198,18,4,701.4,17.98
14199,218,1,185.4,92.7
14201,60,7,747.44,20.2
14204,2,1,150.61,3.86
14205,17,2,466.7,19.45
14206,239,1,328.16,16.41
14208,95,1,151.74,15.17
14209,11,6,2073.43,23.83
14210,106,6,1905.84,18.68
14211,53,9,2241.1,20.01
14212,90,1,1070.48,118.94
14214,31,5,1004.38,14.99
14215,12,6,1789.72,16.57
14216,3,4,1839.3,31.17
14217,2,17,2004.98,20.05
14218,43,1,169.48,14.12
14219,4,1,89.94,12.85
14220,247,2,632.4,30.11
14221,42,9,3432.8,17.79
14222,177,1,683.17,16.66
14223,92,3,991.13,16.52
14224,110,4,1009.73,8.94
14226,29,5,2214.79,33.56
14227,26,10,3350.96,19.15
14229,52,3,1547.2,38.68
14231,184,3,925.71,18.51
14232,43,5,2048.07,17.81
14233,49,4,1462.72,41.79
14234,22,4,754.12,5.13
14235,75,5,3144.86,39.81
14236,81,2,490.86,32.72
14237,373,1,161.0,17.89
14238,326,1,146.85,18.36
14239,43,11,2380.85,21.26
14240,30,2,890.34,21.2
14241,184,1,213.7,21.37
14242,235,2,280.55,17.53
14243,9,10,2588.77,18.36
14245,220,2,1693.45,15.68
14246,111,3,1474.06,19.65
14247,278,1,136.77,6.84
14248,318,1,302.58,37.82
14250,7,3,1904.05,17.15
14251,2,5,2879.7,36.92
14256,260,2,969.06,18.28
14257,64,5,3099.72,29.24
14258,9,9,12669.98,114.14
14259,142,1,120.0,24.0
14261,51,2,1163.45,22.37
14262,8,8,2618.23,18.31
14264,155,2,333.97,19.65
14265,109,2,530.18,17.1
14267,163,3,1516.24,27.57
14270,332,1,492.65,16.99
14271,226,1,112.32,11.23
14272,74,2,437.96,13.27
14273,51,4,559.97,19.31
14276,99,3,1119.74,17.5
14277,15,3,4188.0,18.86
14280,197,1,134.04,16.76
14282,3,15,3701.44,24.04
14284,31,2,595.25,18.6
14285,21,4,1910.01,70.74
14286,24,3,4628.75,16.53
14287,8,3,176.63,19.63
14288,213,1,426.6,26.66
14289,9,6,911.26,19.39
14290,11,5,2314.65,22.92
14291,2,11,3883.25,16.39
14292,8,9,4871.93,48.72
14293,3,4,1046.56,17.16
14295,40,1,166.2,33.24
14297,18,4,1305.33,21.05
14298,8,44,51527.3,31.48
14299,8,9,3965.62,27.73
14300,19,1,43.2,14.4
14301,117,1,640.14,49.24
14304,223,1,383.45,22.56
14305,71,3,1858.96,17.7
14306,51,2,2093.32,63.43
14307,89,6,2995.72,16.64
14309,8,9,2352.53,20.11
14311,243,1,310.26,15.51
14312,47,6,1611.59,18.52
14314,107,1,120.0,15.0
14315,45,6,2481.13,24.57
14317,65,1,508.58,21.19
14320,207,2,477.79,15.41
14321,11,5,1530.75,12.45
14323,115,2,605.06,16.81
14326,242,1,183.85,22.98
14327,163,1,311.65,25.97
14329,17,7,4975.24,19.28
14331,124,2,462.66,16.52
14332,23,3,840.21,33.61
14333,68,1,415.2,27.68
14334,17,8,2552.21,15.75
14335,16,2,454.86,7.58
14336,17,4,1614.91,17.94
14338,161,2,588.22,18.97
14339,243,1,309.52,22.11
14340,219,1,134.7,22.45
14341,45,8,2166.98,16.93
14342,21,4,668.56,31.84
14344,127,8,889.93,12.53
14345,39,1,108.98,18.16
14346,121,2,1021.58,17.03
14348,260,1,409.57,22.75
14349,10,1,133.5,4.31
14350,274,1,282.93,15.72
14351,165,1,51.0,51.0
14352,157,4,1078.96,22.96
14353,215,1,90.6,15.1
14354,6,2,163.62,18.18
14355,366,1,174.4,15.85
14356,80,2,701.23,21.25
14357,43,1,225.12,5.63
14359,19,3,912.18,16.59
14360,32,4,2118.03,18.1
14362,22,1,151.5,4.09
14364,109,8,3717.35,53.87
14367,8,16,9227.82,17.71
14368,320,1,155.0,19.38
14371,295,1,100.5,25.12
14373,358,1,76.55,19.14
14375,185,1,235.56,3.57
14377,191,2,617.05,56.1
14379,44,2,348.1,7.57
14381,52,1,202.68,3.62
14382,26,1,615.49,4.88
14383,38,3,1247.69,21.15
14385,9,3,202.11,14.44
14386,297,1,142.4,20.34
14387,33,3,1727.6,12.43
14388,10,8,3212.84,17.27
14389,65,2,1043.46,23.19
14390,10,9,4642.57,16.35
14393,218,1,67.95,13.59
14395,2,9,3479.91,10.0
14396,65,2,487.99,6.68
14397,3,19,2612.96,30.03
14400,149,1,574.7,22.99
14401,4,13,4051.48,22.26
14403,130,4,1475.81,73.79
14404,34,6,1449.32,14.49
14406,119,1,156.75,19.59
14407,107,6,2157.73,29.56
14408,11,7,2599.03,24.52
14409,71,6,2059.45,38.14
14410,92,9,1100.27,5.82
14411,311,1,1063.0,75.93
14412,43,2,770.03,17.91
14413,362,1,121.05,5.5
14414,92,7,1496.98,15.43
14415,1,13,5855.57,10.11
14416,22,2,490.22,35.02
14418,4,3,1937.25,15.62
14419,11,6,1051.79,5.21
14420,99,1,387.52,13.36
14421,57,2,813.11,30.12
14422,1,6,4263.64,19.21
14423,218,1,265.2,88.4
14424,18,1,322.08,322.08
14426,24,10,4481.67,20.01
14427,50,2,363.34,21.37
14428,7,5,1224.06,8.93
14431,303,1,470.36,27.67
14432,10,6,2248.5,5.96
14434,22,6,1372.8,114.4
14436,99,1,89.06,9.9
14437,366,1,63.0,12.6
14438,306,1,131.9,14.66
14439,320,1,2661.24,83.16
14440,8,5,2357.68,42.87
14441,1,4,1712.89,33.59
14442,205,2,1589.82,25.24
14443,54,4,1420.2,15.27
14446,1,4,1010.35,3.65
14447,19,5,1163.23,16.62
14448,9,2,375.35,18.77
14449,19,4,885.8,3.54
14450,181,3,483.25,12.08
14451,60,2,643.9,6.13
14452,11,2,259.05,4.32
14453,190,1,119.93,5.45
14456,5,9,3017.28,3.19
14457,311,1,113.64,28.41
14459,155,1,1837.92,49.67
14460,110,3,434.34,27.15
14461,148,3,2103.06,11.68
14462,66,11,1980.57,8.5
14463,98,3,529.62,88.27
14465,247,3,1038.44,8.44
14466,29,7,2272.4,31.56
14467,18,4,596.26,6.7
14470,12,2,461.19,10.73
14472,104,8,1852.67,6.99
14473,74,2,234.34,33.48
14474,46,1,547.66,18.88
14475,72,3,925.85,22.04
14476,257,1,193.0,11.35
14477,20,4,1309.6,130.96
14479,254,2,316.25,17.57
14480,11,1,279.05,21.47
14481,165,2,636.51,21.22
14482,18,6,2022.81,14.77
14483,282,1,137.1,15.23
14484,50,1,321.92,22.99
14485,39,1,162.8,3.54
14487,27,6,1165.48,8.32
14488,68,1,1064.28,23.14
14489,207,1,463.38,15.45
14491,175,2,340.93,20.05
14493,7,5,2383.24,19.86
14494,26,1,139.56,19.94
14495,51,2,123.8,20.63
14496,312,2,538.81,28.36
14497,309,1,475.37,16.39
14498,43,5,1957.32,10.14
14499,26,3,808.44,4.25
14500,88,3,356.85,50.98
14501,184,2,251.21,25.12
14502,20,11,2429.83,4.0
14503,3,6,3543.26,21.61
14504,47,4,673.26,6.29
14505,17,8,5859.43,7.46
14506,17,5,1960.65,6.65
14507,24,6,1367.88,14.4
14508,22,2,268.05,4.87
14511,11,5,1314.81,19.34
14512,188,2,275.28,11.97
14513,101,3,455.59,37.97
14514,61,3,990.2,14.35
14515,18,6,2076.89,21.19
14517,33,2,330.45,18.36
14518,64,1,174.37,10.9
14520,2,2,270.6,67.65
14522,24,4,974.54,57.33
14523,108,1,241.09,20.09
14524,32,9,1843.83,9.36
14525,20,9,4215.9,14.95
14527,3,55,8507.13,8.76
14528,37,1,364.22,20.23
14529,60,3,578.61,2.72
14530,26,6,2862.11,13.44
14532,236,4,932.85,14.58
14533,25,7,1949.72,31.45
14534,3,18,4397.3,8.66
14535,60,3,2854.84,8.7
14536,260,1,170.95,9.5
14537,58,1,355.56,35.56
14538,65,2,388.25,20.43
14539,16,2,537.48,16.8
14540,10,3,952.66,13.42
14541,59,8,1453.35,13.84
14542,186,1,103.25,20.65
14543,29,16,3599.73,50.7
14544,24,2,2004.3,18.06
14546,5,5,2573.93,6.48
14547,4,8,3974.75,11.2
14548,151,2,652.8,163.2
14549,311,1,289.24,5.16
14550,11,2,757.37,16.11
14551,18,2,186.23,18.62
14552,152,1,164.22,2.88
14553,19,5,859.27,7.6
14554,10,4,2279.49,11.23
14555,57,2,312.54,16.45
14557,85,1,788.38,49.27
14560,7,22,2237.77,30.24
14561,76,3,1080.76,15.66
14562,4,18,5006.77,11.95
14565,96,4,3099.12,24.4
14566,111,1,1432.0,358.0
14567,57,2,1530.36,46.37
14569,1,1,227.39,18.95
14570,281,2,218.06,7.52
14572,3,7,2804.54,10.7
14573,180,9,1639.82,7.22
14576,372,1,35.4,35.4
14577,13,4,859.71,6.99
14578,3,1,168.63,7.03
14581,17,1,138.6,8.15
14582,41,1,114.11,19.02
14583,6,5,986.96,3.27
14584,169,4,1033.06,10.54
14585,50,1,157.05,5.42
14586,277,1,237.36,12.49
14587,19,9,1580.29,4.26
14589,372,1,39.75,13.25
14591,15,4,1320.21,7.5
14592,35,3,557.94,3.53
14593,22,3,617.15,4.09
14594,7,2,363.33,6.99
14595,20,6,1740.6,17.06
14597,11,2,866.24,18.43
14598,44,1,221.97,4.44
14600,306,1,393.33,15.73
14601,11,1,213.96,30.57
14603,275,1,660.0,330.0
14606,1,93,12076.15,4.51
14607,16,14,16209.5,200.12
14608,4,4,1785.15,89.26
14609,72,4,601.56,150.39
14616,243,3,406.08,135.36
14618,9,3,553.44,34.59
14619,246,1,394.44,19.72
14620,206,2,412.78,15.88
14621,1,5,1788.36,19.44
14622,185,1,320.58,15.27
14623,32,5,886.7,6.67
14624,57,2,225.85,17.37
14625,196,2,899.63,16.97
14626,24,4,2791.27,22.88
14628,91,2,671.96,28.0
14629,4,2,955.26,6.37
14631,51,3,1006.98,24.56
14632,263,1,114.56,14.32
14633,266,1,344.9,17.24
14636,36,2,609.85,21.78
14638,51,1,443.6,27.72
14639,52,6,2984.49,17.35
14640,24,6,2107.38,20.07
14641,22,1,110.46,15.78
14642,59,1,96.12,48.06
14643,170,2,693.81,22.38
14644,68,2,830.76,31.95
14645,157,2,597.09,19.9
14646,2,73,280206.02,134.97
14647,201,1,236.04,8.43
14649,5,4,1402.59,7.54
14651,67,2,653.75,6.47
14652,77,1,114.18,3.94
14653,1,7,1926.65,8.23
14655,8,4,1932.23,39.43
14656,169,2,291.05,3.64
14657,18,4,848.22,6.73
14658,5,2,247.15,8.52
14659,9,9,2529.93,10.0
14660,87,2,285.74,9.52
14661,27,1,107.95,26.99
14662,29,4,741.37,4.72
14664,20,2,636.24,6.49
14665,61,5,1835.7,20.4
14666,24,1,195.25,13.95
14667,11,25,9175.04,16.18
14669,242,3,1259.24,7.59
14670,280,2,392.86,3.19
14672,235,2,765.55,12.55
14673,3,5,1736.4,23.46
14675,16,1,596.36,6.15
14676,31,6,2548.24,60.67
14680,25,16,28754.11,111.45
14681,71,3,498.95,71.28
14682,188,2,52.0,26.0
14684,26,5,1201.51,3.08
14687,107,1,628.38,41.89
14688,8,21,5579.1,17.22
14689,209,1,112.8,8.68
14690,44,2,355.05,7.4
14691,31,5,2114.33,29.78
14692,137,4,591.55,8.7
14693,265,1,172.9,21.61
14696,4,7,2078.95,15.99
14697,218,2,188.61,8.57
14698,2,5,1217.27,6.09
14699,214,1,109.13,13.64
14700,32,3,2195.1,19.6
14701,11,9,2526.09,7.73
14702,1,17,3251.79,9.51
14703,15,1,318.17,14.46
14704,11,9,1493.96,3.8
14705,199,1,179.0,179.0
14708,3,3,1126.37,40.23
14709,15,13,4921.04,25.11
14710,14,4,599.48,4.41
14711,10,11,2839.62,8.23
14712,29,3,917.07,36.68
14713,9,11,2662.2,7.88
14714,24,1,160.19,16.02
14715,25,4,867.38,12.22
14716,43,2,307.51,6.03
14719,2,5,1581.84,6.73
14720,6,3,663.81,17.94
14722,147,1,180.42,6.44
14723,10,6,1122.36,4.33
14725,25,1,655.58,13.95
14727,274,1,268.58,26.86
14729,374,1,313.49,4.42
14730,1,8,1897.57,4.11
14731,47,3,380.02,8.44
14732,8,8,2702.49,18.38
14733,16,12,9585.91,47.46
14735,4,32,6065.69,31.27
14737,4,3,1164.55,68.5
14738,43,7,1314.45,24.34
14739,4,7,3902.28,65.04
14740,197,3,1448.21,16.27
14741,12,6,1400.34,23.73
14744,16,7,1099.98,42.31
14745,113,5,1220.26,17.68
14747,249,1,328.2,18.23
14748,29,5,1415.75,15.91
14752,44,1,389.64,77.93
14753,87,1,563.15,18.77
14754,45,2,638.05,15.56
14755,10,11,5010.28,21.32
14756,15,1,738.96,19.45
14757,75,1,420.5,22.13
14758,145,4,1484.06,20.9
14759,5,3,1625.97,15.94
14760,297,1,89.2,17.84
14761,59,2,255.9,23.26
14762,264,1,300.52,14.31
14764,47,1,278.3,46.38
14765,29,3,254.11,6.52
14766,8,6,2473.37,18.32
14768,17,2,192.6,38.52
14769,3,8,10416.98,9.81
14770,232,2,876.42,16.85
14772,112,1,139.26,15.47
14775,58,3,1011.9,16.86
14776,51,11,2538.3,21.69
14778,127,2,730.86,20.88
14779,281,3,386.15,9.42
14780,55,2,447.68,16.58
14782,320,1,200.1,33.35
14784,26,2,289.99,19.33
14785,10,2,77.4,25.8
14788,7,2,679.44,22.65
14789,29,1,197.64,32.94
14790,17,4,745.06,16.2
14792,64,1,6.2,3.1
14793,21,1,228.99,16.36
14794,3,7,1319.91,16.5
14795,166,1,131.45,21.91
14796,1,17,7975.49,7.05
14798,53,3,173.74,14.48
14799,51,1,157.7,12.13
14800,48,12,4331.79,11.31
14801,61,1,189.34,3.32
14803,162,3,845.55,19.22
14804,9,1,353.27,29.44
14805,15,4,546.4,11.88
14806,75,1,193.39,17.58
14808,40,8,2718.6,11.77
14810,41,11,2085.33,8.21
14813,370,2,152.88,5.27
