Topic,Sentiment,TweetId,TweetDate,TweetText,sentiment_label,clean_text
apple,negative,126094194312876032,Tue Oct 18 00:36:13 +0000 2011,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",Negative,seemingly endless loop call investigate missing iphones crankywithnophone
apple,negative,126089287660863488,Tue Oct 18 00:16:43 +0000 2011,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,Negative,thats terrible hope get apology
apple,negative,126088404084588546,Tue Oct 18 00:13:12 +0000 2011,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,Negative,phone pretty much ever since really annoyed
apple,negative,126085893353250816,Tue Oct 18 00:03:14 +0000 2011,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",Negative,get busy new phone wanted buy stylus made wait forever outside never
apple,negative,126084068298334208,Mon Oct 17 23:55:59 +0000 2011,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",Negative,please deliver daughter driving nut iphone
apple,negative,126082198720888833,Mon Oct 17 23:48:33 +0000 2011,"I'm givin' this stupid @apple reserve system 2days… If I cant get reservation, I'll never buy any Apple products… (yup I hate contracts)",Negative,im givin stupid reserve system day cant get reservation ill never buy apple product yup hate contract
apple,negative,126082123743502336,Mon Oct 17 23:48:15 +0000 2011,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",Negative,still word iphones preorder best buy blame sprint sprint blame want honest answer help
apple,negative,126079672386723840,Mon Oct 17 23:38:31 +0000 2011,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",Negative,hey sm full message complete shit yes im annoyed
apple,negative,126075115686465536,Mon Oct 17 23:20:24 +0000 2011,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,Negative,never poor customer service happened apple store others
apple,negative,126073520504569858,Mon Oct 17 23:14:04 +0000 2011,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",Negative,service experience really fucking slipping except cute eyelash batting girlies apple store
apple,negative,126072901144281088,Mon Oct 17 23:11:36 +0000 2011,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!,Negative,ipas hour jailbroke itnow shagged itunes wont letme restore sym
apple,negative,126069614181486593,Mon Oct 17 22:58:32 +0000 2011,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',Negative,happened snatched siri could douchebags say
apple,negative,126068917012668416,Mon Oct 17 22:55:46 +0000 2011,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,Negative,thinking making siri totally dependent network connection siri utter frustration
apple,negative,126063215842037760,Mon Oct 17 22:33:07 +0000 2011,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,Negative,wow genius bar reservation line ridic right amused ugh
apple,negative,126054048972537856,Mon Oct 17 21:56:41 +0000 2011,"Where is my iPhone!?!?!?!
@apple",Negative,iphone
apple,negative,126053722966069248,Mon Oct 17 21:55:24 +0000 2011,@apple battery life suck on iOS 5,Negative,battery life suck io
apple,negative,126050114518261760,Mon Oct 17 21:41:03 +0000 2011,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,Negative,apple update seemed render work machine incapable opening hdv video thanks zero useful productivity today
apple,negative,126044756320075776,Mon Oct 17 21:19:46 +0000 2011,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,Negative,committed cloud storage idisk raining soon idisk plan new service storage
apple,negative,126044425964109824,Mon Oct 17 21:18:27 +0000 2011,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",Negative,hey cant share reminder list iphone also cant login icloud webpage modify sharing phone
apple,negative,126037831301869568,Mon Oct 17 20:52:15 +0000 2011,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,Negative,apparently fuzzball crash io congratulation another incompatible upgrade
apple,negative,126036793970786304,Mon Oct 17 20:48:07 +0000 2011,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,Negative,could lion please integrate vertical space mission control horizontal business making nauseous
apple,negative,126034507475337216,Mon Oct 17 20:39:02 +0000 2011,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,Negative,someone plz explain whhyy distributing phone per day sprint store im really
apple,negative,126031969166434304,Mon Oct 17 20:28:57 +0000 2011,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",Negative,gah io open text message painfully slow top restore attempt succeed early adopterness get better
apple,negative,126030936084189184,Mon Oct 17 20:24:51 +0000 2011,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,Negative,dear pdfs epub file disappear ibooks iphone post io upgrade hurt g needsomethingtoread
apple,negative,126029733325582336,Mon Oct 17 20:20:04 +0000 2011,“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,Negative,lie battery new iphones definitely better ltlt check setting time app usage io
apple,negative,126021108641181696,Mon Oct 17 19:45:48 +0000 2011,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,Negative,huge podcast fan really feel like dropped ball one via
apple,negative,126018120983904256,Mon Oct 17 19:33:56 +0000 2011,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,Negative,dont really like siris voice perhaps get star war voice like
apple,negative,126016585348558848,Mon Oct 17 19:27:49 +0000 2011,"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",Negative,really hate dealing brain dead people store good product customer service suck nz
apple,negative,126014999444467712,Mon Oct 17 19:21:31 +0000 2011,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",Negative,really hate dealing brain dead people store good product customer service suck
apple,negative,126014540721827840,Mon Oct 17 19:19:42 +0000 2011,"You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly.",Negative,make photo album photo app io cant password protect um fix quickly
apple,negative,126012822936231936,Mon Oct 17 19:12:52 +0000 2011,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,Negative,anyone else seeing missing signal bar iphone g upgrade io cc
apple,negative,126008913400303616,Mon Oct 17 18:57:20 +0000 2011,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,Negative,rt lie battery new iphones definitely better
apple,negative,126006116168642560,Mon Oct 17 18:46:13 +0000 2011,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",Negative,want know customer think dont send update noreply return address invented anyway useless
apple,negative,126003967552524288,Mon Oct 17 18:37:41 +0000 2011,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",Negative,every time try voice control ipod touch send imessage start playing knew pink still flawless
apple,negative,126001775626031105,Mon Oct 17 18:28:58 +0000 2011,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,Negative,studying work im hold hurry fuck nopatience
apple,negative,126001635162992640,Mon Oct 17 18:28:25 +0000 2011,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,Negative,ok hindi keyboard io something cheer support missing indian language fail
apple,negative,125999655011098624,Mon Oct 17 18:20:33 +0000 2011,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",Negative,rt warning iphone apps spontaneously loose data might apps fault iosdowngrade
apple,negative,125996379913986048,Mon Oct 17 18:07:32 +0000 2011,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,Negative,ah yeahshould optionhopefully figure thx
apple,negative,125995264325599233,Mon Oct 17 18:03:06 +0000 2011,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",Negative,waiting item copy itunes everything copy go come hell
apple,negative,125994965183635456,Mon Oct 17 18:01:55 +0000 2011,@Apple unhappy again with service/product quality. Won't buy @Apple again.,Negative,unhappy serviceproduct quality wont buy
apple,negative,125994596336533504,Mon Oct 17 18:00:27 +0000 2011,Lies @apple. the battery on this new iPhone4S is definitely not any better.,Negative,lie battery new iphones definitely better
apple,negative,125989051101741056,Mon Oct 17 17:38:25 +0000 2011,"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",Negative,dear gotta go change way ltinput typenumbergt handled blue
apple,negative,125987979784224770,Mon Oct 17 17:34:09 +0000 2011,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",Negative,hold customer service minute wow lts like theyre timewarnercable
apple,negative,125987439692099584,Mon Oct 17 17:32:01 +0000 2011,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment,Negative,anyone else stuck duped calendarmailbattery sucking hell icloud osx lion disappointment
apple,negative,125982320917364736,Mon Oct 17 17:11:40 +0000 2011,For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?,Negative,inventor computer mouse never made one complete piece fucking shit
apple,negative,125980659415138304,Mon Oct 17 17:05:04 +0000 2011,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",Negative,youre killing excited io longer tragic battery drain genius bar want replace battery really
apple,negative,125978454146551808,Mon Oct 17 16:56:18 +0000 2011,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,Negative,st impression io disappointed upgrade restore lot apps folder missing much time went orging fail
apple,negative,125976113657823232,Mon Oct 17 16:47:00 +0000 2011,@PrJusto Don't question the @Apple they will remember your dissent!,Negative,dont question remember dissent
apple,negative,125974886006005760,Mon Oct 17 16:42:07 +0000 2011,"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)",Negative,multiple time siri trouble connecting network siri need server exercise
apple,negative,125974810021998595,Mon Oct 17 16:41:49 +0000 2011,So my iMessage still isn't working! @apple,Negative,imessage still isnt working
apple,negative,125974351035117568,Mon Oct 17 16:40:00 +0000 2011,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,Negative,rt resolve siri network issue need rename great product sorri else havin
apple,negative,125973390283653120,Mon Oct 17 16:36:11 +0000 2011,"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",Negative,dear gotta go change way ltinput typenumbergt handled blue
apple,negative,125969932285513728,Mon Oct 17 16:22:26 +0000 2011,Ugh. WTF is up with all the bottlenecks @paypal @apple?,Negative,ugh wtf bottleneck
apple,negative,125966385259098112,Mon Oct 17 16:08:21 +0000 2011,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,Negative,rt please fix siri cant connect network
apple,negative,125965988146585601,Mon Oct 17 16:06:46 +0000 2011,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,Negative,please fix siri cant connect network
apple,negative,125965853769478144,Mon Oct 17 16:06:14 +0000 2011,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,Negative,resolve siri network issue need rename great product sorri else issue
apple,negative,125964314220830722,Mon Oct 17 16:00:07 +0000 2011,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,Negative,chance release good headphone dont blast music outside ear iphone ipod quite obnoxious
apple,negative,125963262733991936,Mon Oct 17 15:55:56 +0000 2011,"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",Negative,siri working due network problem seriously fix iphones fail
apple,negative,125961999791308800,Mon Oct 17 15:50:55 +0000 2011,"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.",Negative,cloudy tech techy
apple,negative,125961793926475776,Mon Oct 17 15:50:06 +0000 2011,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",Negative,connect process command failing right
apple,negative,125960026891362304,Mon Oct 17 15:43:05 +0000 2011,"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",Negative,see whats happen release iphone crappy design old phone
apple,negative,125958961269702656,Mon Oct 17 15:38:51 +0000 2011,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,Negative,rt look like appropriately project resource needed siri reliable
apple,negative,125958368773943296,Mon Oct 17 15:36:29 +0000 2011,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,Negative,look like appropriately project resource needed siri reliable
apple,negative,125956505768960000,Mon Oct 17 15:29:05 +0000 2011,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",Negative,spoke rep phone could hear tv blaring bg said cant actually help direct back web
apple,negative,125956403574747137,Mon Oct 17 15:28:41 +0000 2011,What's wrong with Siri today @apple,Negative,whats wrong siri today
apple,negative,125956319344721920,Mon Oct 17 15:28:21 +0000 2011,@Apple Siri is down!,Negative,siri
apple,negative,125954651152592896,Mon Oct 17 15:21:43 +0000 2011,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,Negative,im suspecting timed healthdecline iphone perfectly iphone release battery seriously ailing
apple,negative,125953600861126656,Mon Oct 17 15:17:33 +0000 2011,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,Negative,hold another half hour phone ringing one picking stink
apple,negative,125950557310562305,Mon Oct 17 15:05:27 +0000 2011,"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",Negative,ok software update iphone taking waaaaay long annoyed
apple,negative,125945821240885248,Mon Oct 17 14:46:38 +0000 2011,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,Negative,would better inform customer properly migrating icloud many complaint lead image damage
apple,negative,125943204943114240,Mon Oct 17 14:36:14 +0000 2011,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,Negative,io rape battery life using phone lot since getting
apple,negative,125937228328341504,Mon Oct 17 14:12:29 +0000 2011,"@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( 
#itjustworks",Negative,hopefully small bug must fixing right apple itjustworks
apple,negative,125930406125117440,Mon Oct 17 13:45:23 +0000 2011,"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",Negative,realise youre really pissing customer base well looking petty
apple,negative,125929899071516676,Mon Oct 17 13:43:22 +0000 2011,@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.,Negative,apps updating original folder location painful
apple,negative,125929395264299009,Mon Oct 17 13:41:22 +0000 2011,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL,Negative,domain fail open hr late walk ppl store empty need skin screen represent customer service fail
apple,negative,125920912171216896,Mon Oct 17 13:07:39 +0000 2011,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,Negative,chipsets tear battery life coworker htc thunderbolt get hour life
apple,negative,125876542600519681,Mon Oct 17 10:11:21 +0000 2011,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple,Negative,wish apple updater would stop trying ram itunes throat dont pissing iphone
apple,negative,125863232249405440,Mon Oct 17 09:18:27 +0000 2011,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon,Negative,iphone run slower since io update
apple,negative,125846659182764032,Mon Oct 17 08:12:36 +0000 2011,Just searching with my voice on my 2 year old nexus one @apple.,Negative,searching voice year old nexus one
apple,negative,125845538926112768,Mon Oct 17 08:08:09 +0000 2011,"@apple, your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!",Negative,update server timing week force restore wthe new io software lost stuff thanks
apple,negative,125836461936361472,Mon Oct 17 07:32:05 +0000 2011,"#appleupdates
2 success stories- iPhone & iPad 2.
Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time 
@apple
#Replaceit!",Negative,appleupdates success story iphone ipad phone apple min ipad wasting time replaceit
apple,negative,125826259048607744,Mon Oct 17 06:51:32 +0000 2011,"Thanks to a 90 minute wait on hold, half an hour actually talking to someone, the @Apple tech decides to send me an email to fix my phone",Negative,thanks minute wait hold half hour actually talking someone tech decides send email fix phone
apple,negative,125824148579692544,Mon Oct 17 06:43:09 +0000 2011,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple,Negative,upset inconvenienced iphone update failed backup
apple,negative,125822115155947520,Mon Oct 17 06:35:04 +0000 2011,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz,Negative,seriously finance damn phone greedy bastard santaget jolly as gear get u white plz
apple,negative,125819194049699840,Mon Oct 17 06:23:28 +0000 2011,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!,Negative,schedule busy spend unquality time recover iphone againthe mo mobile get mo immobile sync
apple,negative,125815370513793024,Mon Oct 17 06:08:16 +0000 2011,"Pondering the iOS update... From the sounds of @MikeFerri's difficulties, I may just hold off :/ @Apple, FIX IT!",Negative,pondering io update sound difficulty may hold fix
apple,negative,125807830363156480,Mon Oct 17 05:38:18 +0000 2011,@twalve @apple you know the issues they have with DST and alarms :p,Negative,know issue dst alarm
apple,negative,125806568389361664,Mon Oct 17 05:33:17 +0000 2011,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing,Negative,book genius bar hour still cant served disappointing apple store sydney thanksfornothing
apple,negative,125806240138928128,Mon Oct 17 05:31:59 +0000 2011,Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?,Negative,apparently genius training doesnt extend clock service theyre half hour late appointment couldnt let know
apple,negative,125799384976863232,Mon Oct 17 05:04:45 +0000 2011,Thanks @apple for an OS update that has only succesfully bricked my iPod.,Negative,thanks o update succesfully bricked ipod
apple,negative,125794703819030528,Mon Oct 17 04:46:09 +0000 2011,"screw you @apple iOS 5. I can't download this crap, and I'm tired of trying. Get this problem figured out about my connection timing out",Negative,screw io cant download crap im tired trying get problem figured connection timing
apple,negative,125731810733867011,Mon Oct 17 00:36:14 +0000 2011,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.,Negative,wow iclouds mail st io upgrade issue really hope isnt without steve job
apple,negative,125729727653756928,Mon Oct 17 00:27:57 +0000 2011,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.,Negative,dont guy test upgrade put hr guy wasted time yesterday thanks
apple,negative,125722107710672896,Sun Oct 16 23:57:40 +0000 2011,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,Negative,going product first ipad freeze still frozen iphone wont turn techietroubles
apple,negative,125717447276904448,Sun Oct 16 23:39:09 +0000 2011,"#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(
@apple sux without steve",Negative,ipad perpetual restore loop trying upgrade io sux without steve
apple,negative,125717161531551744,Sun Oct 16 23:38:01 +0000 2011,2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,Negative,nd genius apptment running late nd day row nd dodgy ipod make mega hire staff
apple,negative,125713100782575616,Sun Oct 16 23:21:53 +0000 2011,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5,Negative,took year figure properly syncronize iphone wow io
apple,negative,125712104253702146,Sun Oct 16 23:17:55 +0000 2011,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.,Negative,went th ave store told could wait hour get needless say im back hotel relaxing
apple,negative,125711996074209280,Sun Oct 16 23:17:30 +0000 2011,"Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple",Negative,overall fan iphone however siri issue connecting network
apple,negative,125710089716899840,Sun Oct 16 23:09:55 +0000 2011,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,Negative,terrible customer service los gatos pay bad home button iphone
apple,negative,125708348237680640,Sun Oct 16 23:03:00 +0000 2011,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,Negative,thank sucking much cannot believe would sell something online isnt made
apple,negative,125706246056706049,Sun Oct 16 22:54:39 +0000 2011,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple,Negative,major battery drain issue since updating iphone io anyone else
apple,negative,125701785540235264,Sun Oct 16 22:36:55 +0000 2011,Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!,Negative,dear please send mac book back surely repair done thanks
apple,negative,125691072398639104,Sun Oct 16 21:54:21 +0000 2011,"@Apple, #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.",Negative,io iphone cause camera apperature dilation problem freeze
apple,negative,125689691927351296,Sun Oct 16 21:48:52 +0000 2011,"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.",Negative,io geolocation suburb word drop map pin state please fix
apple,negative,125681375058735104,Sun Oct 16 21:15:49 +0000 2011,"Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",Negative,sorry imessage never bbm disappointed
apple,negative,125681125376000000,Sun Oct 16 21:14:49 +0000 2011,Iphone 4s siri doesn't work for shit @apple,Negative,iphone siri doesnt work shit
apple,negative,125679166015283203,Sun Oct 16 21:07:02 +0000 2011,"Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back “save as”! #autoSaveSucks",Negative,clarence thomas must designed new osx lion tossing decade workflow standard bring back save autosavesucks
apple,negative,125665094561574913,Sun Oct 16 20:11:07 +0000 2011,"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!",Negative,yeah except ask receipt take minute figure printed fix
apple,negative,125664507757461504,Sun Oct 16 20:08:48 +0000 2011,"RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit",Negative,rt hey wanna fix fucking playlist order piece shit
apple,negative,125663477573500930,Sun Oct 16 20:04:42 +0000 2011,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,Negative,bummer ipad fantasy football app keep crashing sure app new io two apps running
apple,negative,125661140939321344,Sun Oct 16 19:55:25 +0000 2011,@Apple can suck my dick gotta restore my ipad #annoyed,Negative,suck dick gotta restore ipad annoyed
apple,negative,125659125886623744,Sun Oct 16 19:47:24 +0000 2011,The line at the @apple is just STUPID,Negative,line stupid
apple,negative,125657359841361920,Sun Oct 16 19:40:23 +0000 2011,"@nansen Man, that sux! @apple io5 upgrade a total #fail for you!",Negative,man sux io upgrade total fail
apple,negative,125656559190683651,Sun Oct 16 19:37:12 +0000 2011,"Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",Negative,dear contact terrible cleaned duplicate hour magically reappeared fix
apple,negative,125654540455378945,Sun Oct 16 19:29:11 +0000 2011,"Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",Negative,much ask app incompatible
apple,negative,125651769261965312,Sun Oct 16 19:18:10 +0000 2011,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often,Negative,pissed whoever design keyboard home end key working cli use key often
apple,negative,125649285667749889,Sun Oct 16 19:08:18 +0000 2011,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!,Negative,mine gone recovered saved upgraded iphone soooo pissed
apple,negative,125645811903250432,Sun Oct 16 18:54:30 +0000 2011,"hey @apple do you wanna fix my fucking playlist order, you piece of shit",Negative,hey wanna fix fucking playlist order piece shit
apple,negative,125643054190305280,Sun Oct 16 18:43:33 +0000 2011,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple,Negative,siri hard time remembering sister contact card need space family info iphones
apple,negative,125642742977138689,Sun Oct 16 18:42:18 +0000 2011,"#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing",Negative,io getting sloppy need check qa team many issue apps data syncing
apple,negative,125641051531784192,Sun Oct 16 18:35:35 +0000 2011,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,Negative,rt sm full message known issue new io update trying restore else fail restore
apple,negative,125639217090011136,Sun Oct 16 18:28:18 +0000 2011,So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT,Negative,glad paid care protection plan hold minute great customer service
apple,negative,125633065878958080,Sun Oct 16 18:03:51 +0000 2011,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,Negative,happy right upgrade itouch took itouch laptop help
apple,negative,125631239364427776,Sun Oct 16 17:56:36 +0000 2011,All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!,Negative,say right goodriddance see cancer isnt bad
apple,negative,125626166492147713,Sun Oct 16 17:36:26 +0000 2011,@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.,Negative,look problem ipad wont open message crash app maybe fault
apple,negative,125621144148639744,Sun Oct 16 17:16:29 +0000 2011,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,Negative,whats point icloud wireless update io force use computer charge ipod touch worstupdateever
apple,negative,125607492356018176,Sun Oct 16 16:22:14 +0000 2011,"@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)",Negative,worry bud p theyre saying lot network issue right im mac problem
apple,negative,125603435440644098,Sun Oct 16 16:06:07 +0000 2011,"I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!",Negative,hate sending toledooh even pre ordered
apple,negative,125601235985367041,Sun Oct 16 15:57:22 +0000 2011,"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)",Negative,nonapple equipment broke often guess id need asus genius bar doesnt dont
apple,negative,125599423131697154,Sun Oct 16 15:50:10 +0000 2011,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),Negative,new iphone o duplicating ical event there everything fix tried turning icloud
apple,negative,125598450090917888,Sun Oct 16 15:46:18 +0000 2011,"Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)",Negative,dear convenienthandythoughtfulsmart iphone io update youre apps wont work anymore none grmbl
apple,negative,125588202286366721,Sun Oct 16 15:05:35 +0000 2011,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light,Negative,hey know steve job died twitter ipad app keep crashingfix itnowpleaselol flight
apple,negative,125586348064247808,Sun Oct 16 14:58:13 +0000 2011,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!,Negative,happy apple today suggested software update nothing work
apple,negative,125583385895768064,Sun Oct 16 14:46:27 +0000 2011,Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!,Negative,smashed yet another iphone screen gonna make phone durable tired fixing
